num_nodes,num_edges,branching_factor,solution_depth,heuristic_available,density,best_algorithm
17,51,6.0,3,1,0.375,HILL
33,315,19.091,3,1,0.5966,ASTAR
47,129,5.489,3,0,0.1193,BFS
50,819,32.76,3,0,0.6686,BFS
15,14,1.867,1,0,0.1333,BFS
47,627,26.681,7,1,0.58,ASTAR
23,58,5.043,5,1,0.2292,ASTAR
21,176,16.762,1,0,0.8381,BFS
49,228,9.306,5,1,0.1939,ASTAR
45,285,12.667,4,0,0.2879,BFS
16,94,11.75,6,0,0.7833,DFS
27,53,3.926,4,0,0.151,BFS
40,548,27.4,3,0,0.7026,BFS
12,14,2.333,6,1,0.2121,ASTAR
26,196,15.077,10,1,0.6031,ASTAR
13,34,5.231,3,0,0.4359,BFS
17,25,2.941,4,1,0.1838,HILL
30,243,16.2,4,1,0.5586,ASTAR
17,57,6.706,4,0,0.4191,BFS
36,239,13.278,7,0,0.3794,DFS
47,1038,44.17,1,1,0.9602,ASTAR
49,979,39.959,3,1,0.8325,ASTAR
39,236,12.103,6,1,0.3185,ASTAR
18,25,2.778,10,0,0.1634,DFS
17,125,14.706,8,1,0.9191,ASTAR
31,142,9.161,5,0,0.3054,DFS
46,611,26.565,4,0,0.5903,BFS
43,542,25.209,4,1,0.6002,ASTAR
27,33,2.444,7,0,0.094,DFS
37,629,34.0,4,0,0.9444,BFS
10,36,7.2,1,0,0.8,BFS
42,75,3.571,7,1,0.0871,ASTAR
16,72,9.0,8,0,0.6,DFS
10,36,7.2,4,0,0.8,BFS
25,70,5.6,1,1,0.2333,HILL
20,136,13.6,10,0,0.7158,DFS
39,179,9.179,7,0,0.2416,DFS
33,352,21.333,8,0,0.6667,DFS
14,62,8.857,6,0,0.6813,ASTAR
49,1158,47.265,10,0,0.9847,DFS
15,93,12.4,6,0,0.8857,ASTAR
13,26,4.0,7,1,0.3333,ASTAR
12,34,5.667,6,0,0.5152,BFS
45,770,34.222,4,0,0.7778,BFS
25,300,24.0,2,1,1.0,ASTAR
47,475,20.213,4,1,0.4394,HILL
27,283,20.963,7,1,0.8063,ASTAR
33,208,12.606,8,1,0.3939,ASTAR
17,76,8.941,9,1,0.5588,ASTAR
33,441,26.727,2,0,0.8352,BFS
39,127,6.513,2,1,0.1714,HILL
28,66,4.714,2,0,0.1746,BFS
19,145,15.263,3,0,0.848,BFS
50,95,3.8,5,1,0.0776,ASTAR
44,178,8.091,8,1,0.1882,DFS
11,28,5.091,4,0,0.5091,BFS
24,236,19.667,9,1,0.8551,ASTAR
31,365,23.548,6,1,0.7849,ASTAR
43,603,28.047,8,1,0.6678,ASTAR
18,95,10.556,3,1,0.6209,ASTAR
33,179,10.848,1,0,0.339,BFS
39,208,10.667,10,0,0.2807,DFS
28,120,8.571,3,0,0.3175,BFS
17,21,2.471,6,0,0.1544,BFS
33,126,7.636,4,0,0.2386,BFS
32,106,6.625,6,1,0.2137,ASTAR
20,155,15.5,5,0,0.8158,HILL
41,188,9.171,8,1,0.2293,DFS
44,562,25.545,6,1,0.5941,ASTAR
28,320,22.857,3,1,0.8466,ASTAR
17,109,12.824,8,0,0.8015,DFS
45,163,7.244,5,0,0.1646,BFS
24,137,11.417,6,0,0.4964,DFS
47,500,21.277,5,0,0.4625,DFS
44,912,41.455,8,0,0.9641,DFS
35,233,13.314,8,1,0.3916,ASTAR
42,98,4.667,6,1,0.1138,ASTAR
37,414,22.378,7,1,0.6216,ASTAR
32,210,13.125,5,1,0.4234,ASTAR
15,41,5.467,8,1,0.3905,ASTAR
28,110,7.857,7,1,0.291,ASTAR
47,222,9.447,3,0,0.2054,BFS
43,385,17.907,2,1,0.4264,HILL
36,314,17.444,7,0,0.4984,DFS
46,818,35.565,3,0,0.7903,BFS
34,329,19.353,9,1,0.5865,ASTAR
29,327,22.552,5,1,0.8054,ASTAR
39,267,13.692,1,0,0.3603,BFS
29,355,24.483,8,0,0.8744,DFS
28,240,17.143,3,1,0.6349,ASTAR
25,38,3.04,2,1,0.1267,HILL
14,89,12.714,6,1,0.978,ASTAR
26,268,20.615,2,1,0.8246,ASTAR
46,62,2.696,5,0,0.0599,BFS
19,99,10.421,8,0,0.5789,DFS
13,46,7.077,6,1,0.5897,ASTAR
32,55,3.438,5,1,0.1109,ASTAR
14,78,11.143,4,0,0.8571,BFS
48,389,16.208,9,1,0.3449,DFS
29,166,11.448,6,0,0.4089,ASTAR
19,21,2.211,3,1,0.1228,HILL
41,461,22.488,6,0,0.5622,DFS
19,146,15.368,4,0,0.8538,BFS
45,672,29.867,9,0,0.6788,DFS
14,27,3.857,3,0,0.2967,BFS
29,381,26.276,6,0,0.9384,DFS
48,1118,46.583,6,0,0.9911,DFS
11,17,3.091,4,0,0.3091,BFS
19,76,8.0,5,0,0.4444,BFS
37,150,8.108,2,0,0.2252,BFS
37,79,4.27,4,0,0.1186,BFS
42,648,30.857,1,1,0.7526,ASTAR
26,47,3.615,2,1,0.1446,HILL
16,115,14.375,2,0,0.9583,BFS
22,68,6.182,6,0,0.2944,BFS
27,322,23.852,6,1,0.9174,ASTAR
42,840,40.0,10,0,0.9756,DFS
14,25,3.571,10,0,0.2747,DFS
22,93,8.455,3,0,0.4026,BFS
16,42,5.25,9,1,0.35,ASTAR
47,425,18.085,8,0,0.3932,DFS
32,225,14.062,7,0,0.4536,DFS
36,150,8.333,6,0,0.2381,BFS
43,181,8.419,8,1,0.2004,DFS
45,783,34.8,1,0,0.7909,BFS
17,65,7.647,5,1,0.4779,ASTAR
29,379,26.138,8,0,0.9335,DFS
28,246,17.571,4,0,0.6508,BFS
40,734,36.7,6,0,0.941,DFS
41,728,35.512,2,1,0.8878,ASTAR
15,29,3.867,3,1,0.2762,HILL
47,254,10.809,3,0,0.235,BFS
22,107,9.727,4,1,0.4632,HILL
37,547,29.568,5,1,0.8213,ASTAR
35,398,22.743,8,1,0.6689,ASTAR
42,326,15.524,3,1,0.3786,HILL
26,275,21.154,8,0,0.8462,DFS
18,24,2.667,2,0,0.1569,BFS
41,734,35.805,1,0,0.8951,BFS
30,107,7.133,5,0,0.246,BFS
43,827,38.465,8,1,0.9158,ASTAR
41,542,26.439,9,1,0.661,ASTAR
44,602,27.364,1,0,0.6364,BFS
17,65,7.647,8,1,0.4779,ASTAR
38,507,26.684,1,0,0.7212,BFS
29,389,26.828,3,1,0.9581,ASTAR
29,394,27.172,7,1,0.9704,ASTAR
46,736,32.0,8,1,0.7111,ASTAR
20,148,14.8,1,1,0.7789,ASTAR
47,819,34.851,10,1,0.7576,ASTAR
28,191,13.643,1,0,0.5053,BFS
18,110,12.222,6,0,0.719,ASTAR
34,132,7.765,7,1,0.2353,ASTAR
36,394,21.889,1,0,0.6254,BFS
29,331,22.828,2,0,0.8153,BFS
17,59,6.941,3,0,0.4338,BFS
12,40,6.667,7,1,0.6061,ASTAR
40,641,32.05,1,1,0.8218,ASTAR
34,363,21.353,10,0,0.6471,DFS
16,103,12.875,4,1,0.8583,ASTAR
31,115,7.419,10,1,0.2473,DFS
37,242,13.081,8,0,0.3634,DFS
44,262,11.909,5,1,0.277,ASTAR
46,456,19.826,4,0,0.4406,BFS
47,240,10.213,10,1,0.222,DFS
46,865,37.609,9,1,0.8357,ASTAR
32,438,27.375,2,1,0.8831,ASTAR
29,249,17.172,9,1,0.6133,ASTAR
35,291,16.629,10,1,0.4891,ASTAR
45,228,10.133,1,0,0.2303,BFS
23,191,16.609,8,1,0.7549,ASTAR
44,871,39.591,10,1,0.9207,ASTAR
50,171,6.84,9,0,0.1396,DFS
19,79,8.316,3,1,0.462,HILL
36,361,20.056,2,0,0.573,BFS
27,172,12.741,3,1,0.49,HILL
25,231,18.48,4,0,0.77,BFS
11,25,4.545,5,1,0.4545,ASTAR
37,468,25.297,1,0,0.7027,BFS
18,24,2.667,5,1,0.1569,ASTAR
21,184,17.524,1,1,0.8762,ASTAR
13,22,3.385,6,1,0.2821,ASTAR
36,407,22.611,2,1,0.646,ASTAR
18,77,8.556,2,0,0.5033,BFS
47,561,23.872,8,0,0.519,DFS
17,114,13.412,6,1,0.8382,ASTAR
34,274,16.118,7,0,0.4884,DFS
21,74,7.048,5,1,0.3524,ASTAR
47,160,6.809,8,1,0.148,DFS
17,56,6.588,9,1,0.4118,ASTAR
25,166,13.28,3,1,0.5533,ASTAR
33,452,27.394,5,0,0.8561,DFS
48,118,4.917,1,0,0.1046,BFS
34,349,20.529,6,0,0.6221,DFS
25,250,20.0,7,0,0.8333,DFS
35,295,16.857,5,0,0.4958,DFS
29,135,9.31,3,1,0.3325,HILL
36,69,3.833,5,0,0.1095,BFS
41,522,25.463,7,1,0.6366,ASTAR
16,120,15.0,3,1,1.0,ASTAR
32,246,15.375,10,1,0.496,ASTAR
11,13,2.364,3,1,0.2364,HILL
18,17,1.889,7,0,0.1111,DFS
30,323,21.533,2,0,0.7425,BFS
43,772,35.907,3,1,0.8549,ASTAR
30,260,17.333,8,0,0.5977,DFS
47,716,30.468,5,0,0.6623,DFS
33,125,7.576,7,1,0.2367,ASTAR
46,274,11.913,1,0,0.2647,BFS
49,516,21.061,2,1,0.4388,HILL
20,31,3.1,7,1,0.1632,ASTAR
19,40,4.211,6,0,0.2339,BFS
17,17,2.0,9,1,0.125,DFS
39,727,37.282,8,0,0.9811,DFS
23,70,6.087,5,1,0.2767,ASTAR
34,166,9.765,7,0,0.2959,DFS
28,373,26.643,4,1,0.9868,ASTAR
19,25,2.632,5,1,0.1462,ASTAR
38,291,15.316,6,1,0.4139,ASTAR
40,175,8.75,6,1,0.2244,ASTAR
34,466,27.412,10,1,0.8307,ASTAR
45,104,4.622,1,1,0.1051,HILL
40,401,20.05,10,0,0.5141,DFS
42,675,32.143,7,1,0.784,ASTAR
33,99,6.0,9,0,0.1875,DFS
26,111,8.538,9,1,0.3415,DFS
39,173,8.872,2,1,0.2335,HILL
37,181,9.784,5,0,0.2718,BFS
18,144,16.0,5,1,0.9412,ASTAR
28,161,11.5,10,1,0.4259,ASTAR
37,204,11.027,6,1,0.3063,ASTAR
19,160,16.842,8,0,0.9357,DFS
13,41,6.308,3,0,0.5256,BFS
20,138,13.8,7,0,0.7263,DFS
41,81,3.951,8,1,0.0988,DFS
45,540,24.0,8,1,0.5455,ASTAR
19,49,5.158,6,0,0.2865,BFS
28,119,8.5,3,1,0.3148,HILL
47,480,20.426,10,0,0.444,DFS
46,229,9.957,7,0,0.2213,DFS
41,733,35.756,2,1,0.8939,ASTAR
17,66,7.765,6,0,0.4853,DFS
11,15,2.727,8,1,0.2727,DFS
27,330,24.444,1,1,0.9402,ASTAR
49,975,39.796,6,0,0.8291,DFS
13,48,7.385,6,0,0.6154,HILL
15,65,8.667,5,0,0.619,HILL
15,16,2.133,4,0,0.1524,BFS
35,325,18.571,3,0,0.5462,BFS
37,353,19.081,10,0,0.53,DFS
16,62,7.75,9,0,0.5167,DFS
34,520,30.588,5,1,0.9269,ASTAR
37,413,22.324,10,0,0.6201,DFS
37,131,7.081,1,1,0.1967,HILL
24,188,15.667,3,1,0.6812,ASTAR
43,127,5.907,5,1,0.1406,ASTAR
40,346,17.3,3,0,0.4436,BFS
29,155,10.69,9,1,0.3818,ASTAR
13,21,3.231,1,0,0.2692,BFS
36,131,7.278,8,1,0.2079,DFS
47,213,9.064,9,0,0.197,DFS
39,221,11.333,3,1,0.2982,HILL
36,339,18.833,6,1,0.5381,ASTAR
38,675,35.526,5,1,0.9602,ASTAR
21,74,7.048,3,0,0.3524,BFS
48,578,24.083,2,1,0.5124,HILL
10,35,7.0,2,0,0.7778,BFS
40,510,25.5,7,1,0.6538,ASTAR
49,786,32.082,7,1,0.6684,ASTAR
18,20,2.222,4,0,0.1307,BFS
22,27,2.455,4,1,0.1169,HILL
25,247,19.76,9,0,0.8233,DFS
39,189,9.692,8,1,0.2551,DFS
20,58,5.8,8,1,0.3053,DFS
38,636,33.474,4,0,0.9047,BFS
35,86,4.914,6,0,0.1445,BFS
37,461,24.919,8,1,0.6922,ASTAR
35,531,30.343,9,1,0.8924,ASTAR
13,14,2.154,7,1,0.1795,ASTAR
27,239,17.704,8,0,0.6809,DFS
32,260,16.25,7,0,0.5242,DFS
22,141,12.818,6,1,0.6104,ASTAR
24,173,14.417,6,1,0.6268,ASTAR
28,226,16.143,7,1,0.5979,ASTAR
20,178,17.8,4,1,0.9368,ASTAR
15,99,13.2,8,0,0.9429,DFS
20,174,17.4,8,0,0.9158,DFS
41,350,17.073,4,0,0.4268,BFS
11,32,5.818,5,1,0.5818,ASTAR
21,148,14.095,1,0,0.7048,BFS
17,95,11.176,4,0,0.6985,BFS
41,304,14.829,6,1,0.3707,ASTAR
45,317,14.089,3,0,0.3202,BFS
38,505,26.579,2,0,0.7183,BFS
49,256,10.449,9,0,0.2177,DFS
20,180,18.0,2,0,0.9474,BFS
20,93,9.3,8,1,0.4895,ASTAR
16,34,4.25,6,1,0.2833,ASTAR
17,124,14.588,4,1,0.9118,ASTAR
10,25,5.0,8,1,0.5556,ASTAR
20,40,4.0,5,1,0.2105,ASTAR
36,404,22.444,4,0,0.6413,BFS
43,473,22.0,4,0,0.5238,BFS
36,454,25.222,8,1,0.7206,ASTAR
38,186,9.789,1,0,0.2646,BFS
30,234,15.6,3,1,0.5379,HILL
12,53,8.833,3,0,0.803,BFS
43,344,16.0,7,1,0.381,ASTAR
45,938,41.689,5,1,0.9475,ASTAR
10,27,5.4,9,0,0.6,DFS
38,696,36.632,4,1,0.99,ASTAR
35,236,13.486,5,0,0.3966,ASTAR
34,162,9.529,9,1,0.2888,DFS
42,606,28.857,5,1,0.7038,ASTAR
20,24,2.4,1,1,0.1263,HILL
29,399,27.517,7,0,0.9828,DFS
33,164,9.939,9,1,0.3106,DFS
17,73,8.588,5,0,0.5368,DFS
47,524,22.298,6,1,0.4847,ASTAR
46,733,31.87,3,1,0.7082,ASTAR
25,77,6.16,6,0,0.2567,BFS
33,264,16.0,2,0,0.5,BFS
36,118,6.556,2,0,0.1873,BFS
18,138,15.333,4,1,0.902,ASTAR
43,454,21.116,10,1,0.5028,ASTAR
47,1067,45.404,7,1,0.987,ASTAR
41,789,38.488,7,0,0.9622,DFS
18,141,15.667,8,0,0.9216,DFS
42,582,27.714,2,0,0.676,BFS
12,58,9.667,3,1,0.8788,ASTAR
17,93,10.941,7,0,0.6838,DFS
46,341,14.826,1,0,0.3295,BFS
29,219,15.103,5,1,0.5394,ASTAR
19,54,5.684,10,1,0.3158,DFS
29,173,11.931,4,0,0.4261,BFS
41,42,2.049,2,1,0.0512,HILL
12,37,6.167,8,1,0.5606,ASTAR
31,430,27.742,7,1,0.9247,ASTAR
48,318,13.25,3,1,0.2819,HILL
38,189,9.947,6,0,0.2688,BFS
49,886,36.163,7,0,0.7534,DFS
31,306,19.742,1,1,0.6581,ASTAR
15,35,4.667,1,1,0.3333,HILL
17,98,11.529,9,0,0.7206,DFS
49,1157,47.224,10,0,0.9838,DFS
43,235,10.93,8,0,0.2602,DFS
44,227,10.318,1,1,0.24,HILL
25,251,20.08,2,1,0.8367,ASTAR
12,42,7.0,1,1,0.6364,ASTAR
36,59,3.278,9,1,0.0937,DFS
15,28,3.733,2,0,0.2667,BFS
21,85,8.095,2,0,0.4048,BFS
36,208,11.556,1,1,0.3302,HILL
13,50,7.692,7,0,0.641,DFS
36,366,20.333,5,1,0.581,ASTAR
17,22,2.588,4,0,0.1618,BFS
47,530,22.553,8,1,0.4903,ASTAR
27,57,4.222,6,1,0.1624,ASTAR
14,74,10.571,1,1,0.8132,ASTAR
11,27,4.909,9,0,0.4909,DFS
45,711,31.6,3,1,0.7182,ASTAR
38,122,6.421,9,0,0.1735,DFS
19,113,11.895,9,0,0.6608,DFS
44,476,21.636,9,1,0.5032,ASTAR
39,673,34.513,5,0,0.9082,DFS
40,318,15.9,10,1,0.4077,ASTAR
34,392,23.059,4,1,0.6988,ASTAR
44,619,28.136,2,1,0.6543,ASTAR
17,122,14.353,3,1,0.8971,ASTAR
23,178,15.478,9,1,0.7036,ASTAR
31,355,22.903,5,1,0.7634,ASTAR
30,203,13.533,4,1,0.4667,HILL
31,38,2.452,3,0,0.0817,BFS
10,10,2.0,3,1,0.2222,HILL
41,820,40.0,7,0,1.0,DFS
14,81,11.571,1,1,0.8901,ASTAR
32,447,27.938,7,1,0.9012,ASTAR
10,17,3.4,8,1,0.3778,ASTAR
38,46,2.421,4,0,0.0654,BFS
32,129,8.062,2,1,0.2601,HILL
24,82,6.833,8,1,0.2971,DFS
41,760,37.073,10,0,0.9268,DFS
50,860,34.4,2,1,0.702,ASTAR
41,214,10.439,9,0,0.261,DFS
46,733,31.87,10,0,0.7082,DFS
18,33,3.667,3,1,0.2157,HILL
24,248,20.667,9,1,0.8986,ASTAR
11,54,9.818,9,1,0.9818,ASTAR
39,40,2.051,7,0,0.054,DFS
30,250,16.667,7,1,0.5747,ASTAR
43,519,24.14,8,1,0.5748,ASTAR
12,57,9.5,4,0,0.8636,BFS
36,580,32.222,8,1,0.9206,ASTAR
22,106,9.636,2,0,0.4589,BFS
24,273,22.75,7,0,0.9891,DFS
22,63,5.727,6,1,0.2727,ASTAR
50,247,9.88,1,1,0.2016,HILL
11,47,8.545,6,1,0.8545,ASTAR
40,283,14.15,6,0,0.3628,DFS
14,89,12.714,10,1,0.978,ASTAR
50,963,38.52,10,0,0.7861,DFS
13,16,2.462,7,1,0.2051,ASTAR
14,29,4.143,1,1,0.3187,HILL
49,932,38.041,2,0,0.7925,BFS
45,97,4.311,5,1,0.098,ASTAR
49,889,36.286,4,0,0.756,BFS
39,476,24.41,10,0,0.6424,DFS
11,39,7.091,9,1,0.7091,ASTAR
16,28,3.5,1,0,0.2333,BFS
22,167,15.182,3,1,0.7229,ASTAR
40,674,33.7,8,0,0.8641,DFS
12,14,2.333,3,1,0.2121,HILL
42,708,33.714,6,1,0.8223,ASTAR
44,837,38.045,3,0,0.8848,BFS
48,749,31.208,5,1,0.664,ASTAR
43,642,29.86,3,0,0.711,BFS
45,923,41.022,1,1,0.9323,ASTAR
22,184,16.727,4,0,0.7965,BFS
40,750,37.5,8,1,0.9615,ASTAR
46,1031,44.826,6,1,0.9961,ASTAR
20,45,4.5,8,0,0.2368,DFS
10,24,4.8,4,1,0.5333,HILL
25,270,21.6,6,1,0.9,ASTAR
21,21,2.0,6,0,0.1,BFS
11,45,8.182,2,0,0.8182,BFS
22,182,16.545,10,1,0.7879,ASTAR
11,22,4.0,4,1,0.4,HILL
26,114,8.769,6,0,0.3508,BFS
21,87,8.286,2,0,0.4143,BFS
18,114,12.667,2,1,0.7451,ASTAR
29,261,18.0,4,1,0.6429,ASTAR
20,153,15.3,10,1,0.8053,ASTAR
14,28,4.0,3,0,0.3077,BFS
22,157,14.273,7,1,0.6797,ASTAR
37,286,15.459,1,0,0.4294,BFS
28,103,7.357,6,0,0.2725,BFS
27,90,6.667,9,1,0.2564,DFS
15,74,9.867,10,0,0.7048,DFS
34,554,32.588,6,1,0.9875,ASTAR
21,102,9.714,6,1,0.4857,ASTAR
41,525,25.61,5,1,0.6402,ASTAR
47,120,5.106,4,0,0.111,BFS
38,277,14.579,7,0,0.394,DFS
34,193,11.353,6,1,0.344,ASTAR
18,38,4.222,5,1,0.2484,ASTAR
24,172,14.333,1,1,0.6232,ASTAR
31,248,16.0,8,1,0.5333,ASTAR
33,443,26.848,8,1,0.839,ASTAR
11,21,3.818,8,0,0.3818,DFS
14,58,8.286,2,1,0.6374,ASTAR
42,600,28.571,2,1,0.6969,ASTAR
16,30,3.75,2,1,0.25,HILL
22,106,9.636,4,1,0.4589,HILL
27,123,9.111,10,0,0.3504,DFS
44,310,14.091,1,1,0.3277,HILL
32,431,26.938,7,1,0.869,ASTAR
10,40,8.0,9,0,0.8889,DFS
24,81,6.75,4,1,0.2935,HILL
47,1005,42.766,8,1,0.9297,ASTAR
30,125,8.333,7,1,0.2874,ASTAR
38,608,32.0,1,1,0.8649,ASTAR
18,95,10.556,1,1,0.6209,ASTAR
32,204,12.75,4,1,0.4113,HILL
35,584,33.371,5,1,0.9815,ASTAR
46,849,36.913,1,0,0.8203,BFS
31,320,20.645,10,1,0.6882,ASTAR
23,122,10.609,2,1,0.4822,HILL
16,57,7.125,10,1,0.475,ASTAR
29,75,5.172,3,0,0.1847,BFS
21,28,2.667,10,1,0.1333,DFS
22,38,3.455,7,1,0.1645,ASTAR
28,364,26.0,9,0,0.963,DFS
33,297,18.0,1,0,0.5625,BFS
36,435,24.167,3,0,0.6905,BFS
36,524,29.111,2,1,0.8317,ASTAR
23,55,4.783,4,1,0.2174,HILL
40,201,10.05,10,1,0.2577,DFS
42,774,36.857,8,1,0.899,ASTAR
19,132,13.895,2,1,0.7719,ASTAR
25,293,23.44,6,1,0.9767,ASTAR
46,85,3.696,2,1,0.0821,HILL
39,393,20.154,5,1,0.5304,ASTAR
21,126,12.0,4,0,0.6,BFS
37,504,27.243,7,0,0.7568,DFS
16,65,8.125,1,0,0.5417,BFS
20,89,8.9,9,1,0.4684,ASTAR
14,40,5.714,8,1,0.4396,ASTAR
45,168,7.467,6,0,0.1697,BFS
42,825,39.286,6,1,0.9582,ASTAR
26,131,10.077,9,0,0.4031,DFS
14,72,10.286,7,1,0.7912,ASTAR
22,122,11.091,1,0,0.5281,BFS
18,100,11.111,8,1,0.6536,ASTAR
15,84,11.2,4,1,0.8,ASTAR
27,108,8.0,3,0,0.3077,BFS
21,95,9.048,2,1,0.4524,HILL
10,27,5.4,3,1,0.6,ASTAR
23,204,17.739,1,0,0.8063,BFS
13,78,12.0,2,1,1.0,ASTAR
38,90,4.737,10,0,0.128,DFS
34,239,14.059,4,1,0.426,HILL
22,44,4.0,1,1,0.1905,HILL
10,31,6.2,4,0,0.6889,BFS
16,117,14.625,3,0,0.975,BFS
42,151,7.19,6,1,0.1754,ASTAR
22,180,16.364,4,1,0.7792,ASTAR
17,45,5.294,4,0,0.3309,BFS
21,23,2.19,7,1,0.1095,ASTAR
23,139,12.087,4,0,0.5494,BFS
27,345,25.556,6,0,0.9829,DFS
23,127,11.043,5,1,0.502,ASTAR
16,106,13.25,9,0,0.8833,DFS
16,91,11.375,6,1,0.7583,ASTAR
18,102,11.333,3,1,0.6667,ASTAR
40,108,5.4,6,0,0.1385,BFS
47,965,41.064,7,0,0.8927,DFS
10,24,4.8,1,0,0.5333,BFS
37,285,15.405,10,0,0.4279,DFS
33,287,17.394,5,0,0.5436,DFS
12,26,4.333,10,1,0.3939,ASTAR
31,98,6.323,5,1,0.2108,ASTAR
12,44,7.333,7,1,0.6667,ASTAR
24,239,19.917,6,1,0.8659,ASTAR
44,98,4.455,4,0,0.1036,BFS
34,362,21.294,3,1,0.6453,ASTAR
14,75,10.714,2,0,0.8242,BFS
19,70,7.368,3,0,0.4094,BFS
45,895,39.778,4,0,0.904,BFS
37,514,27.784,5,0,0.7718,DFS
25,241,19.28,3,0,0.8033,BFS
46,504,21.913,4,1,0.487,HILL
40,120,6.0,6,1,0.1538,ASTAR
40,490,24.5,7,1,0.6282,ASTAR
40,59,2.95,7,1,0.0756,ASTAR
29,332,22.897,9,0,0.8177,DFS
21,85,8.095,7,1,0.4048,ASTAR
28,219,15.643,9,1,0.5794,ASTAR
18,137,15.222,4,0,0.8954,BFS
10,10,2.0,9,1,0.2222,DFS
36,439,24.389,6,1,0.6968,ASTAR
47,191,8.128,7,0,0.1767,DFS
17,65,7.647,10,0,0.4779,DFS
37,297,16.054,6,1,0.4459,ASTAR
33,388,23.515,1,1,0.7348,ASTAR
25,148,11.84,8,0,0.4933,DFS
33,355,21.515,1,0,0.6723,BFS
39,735,37.692,3,1,0.9919,ASTAR
47,376,16.0,1,0,0.3478,BFS
34,440,25.882,10,0,0.7843,DFS
22,129,11.727,3,1,0.5584,ASTAR
29,284,19.586,9,1,0.6995,ASTAR
36,126,7.0,2,1,0.2,HILL
27,133,9.852,7,1,0.3789,ASTAR
20,144,14.4,1,0,0.7579,BFS
36,572,31.778,7,1,0.9079,ASTAR
20,64,6.4,6,0,0.3368,DFS
41,226,11.024,9,0,0.2756,DFS
23,69,6.0,4,0,0.2727,BFS
22,87,7.909,7,1,0.3766,ASTAR
49,271,11.061,3,0,0.2304,BFS
34,160,9.412,5,0,0.2852,BFS
47,526,22.383,8,1,0.4866,ASTAR
16,16,2.0,1,1,0.1333,HILL
10,12,2.4,2,0,0.2667,BFS
10,34,6.8,10,1,0.7556,ASTAR
40,384,19.2,10,1,0.4923,ASTAR
31,191,12.323,4,1,0.4108,HILL
34,91,5.353,6,1,0.1622,ASTAR
10,39,7.8,7,0,0.8667,DFS
17,127,14.941,9,1,0.9338,ASTAR
25,212,16.96,8,1,0.7067,ASTAR
22,21,1.909,6,0,0.0909,BFS
12,62,10.333,6,1,0.9394,ASTAR
41,449,21.902,10,0,0.5476,DFS
40,713,35.65,2,1,0.9141,ASTAR
22,203,18.455,3,0,0.8788,BFS
15,52,6.933,9,1,0.4952,ASTAR
38,155,8.158,8,0,0.2205,DFS
20,187,18.7,2,0,0.9842,BFS
11,20,3.636,6,1,0.3636,ASTAR
24,207,17.25,5,1,0.75,ASTAR
17,101,11.882,3,1,0.7426,ASTAR
31,144,9.29,10,0,0.3097,DFS
34,423,24.882,9,1,0.754,ASTAR
24,89,7.417,2,1,0.3225,HILL
15,57,7.6,10,0,0.5429,DFS
17,89,10.471,6,0,0.6544,HILL
46,799,34.739,1,1,0.772,ASTAR
44,237,10.773,7,1,0.2505,ASTAR
33,440,26.667,3,0,0.8333,BFS
10,44,8.8,8,1,0.9778,ASTAR
28,139,9.929,8,1,0.3677,ASTAR
28,101,7.214,1,1,0.2672,HILL
17,51,6.0,10,1,0.375,ASTAR
23,148,12.87,5,1,0.585,ASTAR
31,108,6.968,4,0,0.2323,BFS
13,34,5.231,8,1,0.4359,ASTAR
20,24,2.4,9,1,0.1263,DFS
40,395,19.75,7,1,0.5064,ASTAR
28,171,12.214,4,1,0.4524,HILL
30,414,27.6,10,0,0.9517,DFS
29,262,18.069,3,0,0.6453,BFS
40,337,16.85,3,0,0.4321,BFS
22,209,19.0,1,1,0.9048,ASTAR
46,149,6.478,3,1,0.144,HILL
37,208,11.243,1,0,0.3123,BFS
40,222,11.1,1,0,0.2846,BFS
31,333,21.484,7,0,0.7161,DFS
35,284,16.229,1,0,0.4773,BFS
41,349,17.024,10,0,0.4256,DFS
34,124,7.294,8,1,0.221,DFS
38,413,21.737,1,0,0.5875,BFS
17,78,9.176,9,0,0.5735,DFS
46,631,27.435,8,1,0.6097,ASTAR
16,116,14.5,10,0,0.9667,DFS
37,341,18.432,10,0,0.512,DFS
14,81,11.571,3,1,0.8901,ASTAR
11,35,6.364,9,1,0.6364,ASTAR
47,300,12.766,4,0,0.2775,BFS
48,415,17.292,1,1,0.3679,HILL
17,21,2.471,3,0,0.1544,BFS
15,85,11.333,5,0,0.8095,BFS
42,346,16.476,6,0,0.4019,BFS
25,177,14.16,1,1,0.59,ASTAR
38,180,9.474,10,1,0.256,DFS
43,402,18.698,10,0,0.4452,DFS
12,26,4.333,1,0,0.3939,BFS
23,56,4.87,10,0,0.2213,DFS
27,91,6.741,10,1,0.2593,DFS
26,158,12.154,7,0,0.4862,DFS
15,46,6.133,7,0,0.4381,DFS
14,47,6.714,4,1,0.5165,HILL
42,660,31.429,3,1,0.7666,ASTAR
30,432,28.8,7,1,0.9931,ASTAR
48,553,23.042,2,1,0.4902,HILL
17,103,12.118,9,1,0.7574,ASTAR
50,231,9.24,6,1,0.1886,ASTAR
19,75,7.895,5,0,0.4386,DFS
34,140,8.235,2,0,0.2496,BFS
29,329,22.69,8,0,0.8103,DFS
46,931,40.478,5,1,0.8995,ASTAR
13,33,5.077,6,1,0.4231,ASTAR
44,607,27.591,10,1,0.6416,ASTAR
